tweets,author,date,likes,retweets,hashtags,linked_accounts,urls,id,tweet_type
"RT @UdoBullmann: Diese Studie von @Avaaz macht das Ausmaß der Desinformationen auf Facebook deutlich. 
Wir müssen alles für eine saubere un…",spdde,2019-05-22 18:37:23,19,4,,"UdoBullmann, Avaaz",,1131267831629262850,retweet
"@shepherddog1970 @dr0ck5 Die Diäten werden nicht „erhöht“, die werden angepasst. Wie du sagst: automatisch.",spdde,2019-05-22 18:29:18,3,1,,"Shepherddog1970, dr0ck5",,1131265796364275712,tweet
"@lichtflechter @larsklingbeil Schau mal, was wir gerade umsetzen:
https://t.co/1Vsloa5gPD",spdde,2019-05-22 18:28:19,1,0,,"lichtflechter, larsklingbeil",https://t.co/1Vsloa5gPD,1131265549898534912,tweet
@markuscan_ Wir wollen den neuen Sozialstaat und zB. Hartz IV hinter uns lassen! Schau mal hier: https://t.co/EU0RIHkISH,spdde,2019-05-22 18:27:07,1,0,,MarkusCan_,https://t.co/EU0RIHkISH,1131265247694741504,tweet
@lichtflechter @larsklingbeil @katarinabarley Die SPD hat gegen Artikel 13 gestimmt und Katarina hat wie eine Löwin in der Regierung gekämpft.,spdde,2019-05-22 18:20:42,0,0,,"lichtflechter, larsklingbeil, katarinabarley",,1131263633156136962,tweet
"@etokati Hi, Enes! Wir wollen einen höheren Mindestlohn. Genauer gesagt wollen wir 60% des Medianlohns, das sind mehr als 12€.",spdde,2019-05-22 18:15:44,0,0,,ETokati,,1131262382163013635,tweet
@loewenzahn007 Hartz IV ist wirklich nichtmetrisches zeitgemäß. Hier unsere Idee vom neuen Sozialstaat: https://t.co/EU0RIHkISH,spdde,2019-05-22 18:13:26,0,0,,loewenzahn007,https://t.co/EU0RIHkISH,1131261801671352320,tweet
@jsaville Nur mal so: wir haben rund 450.000 Mitglieder - Bäcker wie Bänker.,spdde,2019-05-22 18:12:06,0,0,,jsaville,,1131261467314020354,tweet
"@nord_berliner98 Sehr wichtiger Punkt, den Sie ansprechen. Daher haben wir mit Frankreich ein Konzept entwickelt, dass die OECD umsetzen soll, damit so eine Wettbewerbsverzerrung international nicht mehr möglich ist. Danke für Ihren tweet. https://t.co/j0Mk6tLibS",spdde,2019-05-22 17:05:41,0,0,,Nord_Berliner98,https://t.co/j0Mk6tLibS,1131244755252326400,tweet
"@realmattmczack Wo ist hier das Glashaus, wenn Herr Scholz gemeinsam mit Frankreich gerade innerhalb der OECD die internationale Besteuerung von Digitalunternehmen voran bringt? Wir bitten um Aufklärung. https://t.co/j0Mk6tLibS",spdde,2019-05-22 17:04:04,6,0,,realMattMcZack,https://t.co/j0Mk6tLibS,1131244345875734529,tweet
"@tharocka Was finden Sie daran opportunistisch? Herr Scholz setzt sich mit Frankreich gerade für die Besteuerung von Digitalunternehmen innerhalb der OECD ein, um dies international umzusetzen. Es passiert also was. Es ist nicht kontextlos. https://t.co/j0Mk6tLibS",spdde,2019-05-22 17:02:33,0,0,,ThaRocka,https://t.co/j0Mk6tLibS,1131243967134228483,tweet
@dr0ck5 Die Diäten werden ganz normal versteuert.,spdde,2019-05-22 17:02:24,1,0,,dr0ck5,,1131243927921676288,tweet
"@flenskorsan Schau mal hier: 
https://t.co/1Vsloa5gPD",spdde,2019-05-22 17:01:08,3,1,,FlensKorsan,https://t.co/1Vsloa5gPD,1131243610672902144,tweet
"@drdanger666 @bijouxbabbelt Ach, das bauschen Sie hier aber ein wenig auf. Unsere Jusos haben noch keiner Fliege was zuleide getan. 😉",spdde,2019-05-22 17:00:40,2,0,,"DrDanger666, bijouxbabbelt",,1131243492074840066,tweet
"@derradler2017 Ja, das hat er die letzten Monate mit Frankreich entwickelt:  https://t.co/j0Mk6tLibS",spdde,2019-05-22 16:59:09,3,0,,derradler2017,https://t.co/j0Mk6tLibS,1131243110560948225,tweet
"@markuscan_ Klauen, ernsthaft? Kennen Sie die Funktion von Steuern?",spdde,2019-05-22 16:58:55,0,0,,MarkusCan_,,1131243052222373894,tweet
"@derkreuer Er ist doch schon fleißig dabei. ;)
https://t.co/j0Mk6tLibS",spdde,2019-05-22 16:58:22,1,0,,derkreuer,https://t.co/j0Mk6tLibS,1131242911457320960,tweet
@tobias_ppunkt Schlafen hilft!,spdde,2019-05-22 16:56:52,3,0,,tobias_ppunkt,,1131242535580512257,tweet
@andreasg201 Polemisch macht es das aber nicht. Das Konzept zur Besteuerung wurde von Olaf Scholz mit Frankreich zusammen entwickelt und wird bereits innerhalb der OECD von einigen befürwortet. Daher: mehr als nur ein Wahlkampfthema. Wir sind optimistisch. 😉,spdde,2019-05-22 16:54:24,4,0,,andreasg201,,1131241912839622660,tweet
@joelkr_ Danke dir! Wir geben alles dafür :),spdde,2019-05-22 16:48:32,5,0,,joelkr_,,1131240438290145285,tweet
"@tdoernb @rezomusik Klar kennen wir das! Wir denken aber, dass einige Punkte zu national gedacht sind. Unser MdEP Tiemo Wölken hat ein Video dazu gedreht, schau mal hier: https://t.co/Gmsj9slheu",spdde,2019-05-22 16:47:20,2,0,,"TDoernb, rezomusik",https://t.co/Gmsj9slheu,1131240133934682113,tweet
"@platinmensch Hi, Alex! Aktuell sind die Umfragen bei der Wahl zum EP zwischen Sozialdemokratie &amp; Konservativen ziemlich knapp. Deshalb: wenn du einen soziald. Kommissionspräsidenten willst, musst du am Sonntag auch SPD wählen.",spdde,2019-05-22 16:45:13,0,0,,Platinmensch,,1131239604076646400,tweet
@langhaar_andy @dielinke @die_gruenen. Kannst du das weiter ausführen?,spdde,2019-05-22 16:43:24,0,0,,"Langhaar_Andy, dieLinke, Die_Gruenen",,1131239148185104386,tweet
"@maritamller9 Wie kommst du denn darauf, Katarina das alles abzusprechen?",spdde,2019-05-22 16:42:54,0,0,,MaritaMller9,,1131239018274926592,tweet
RT @larsklingbeil: Die FDP hat nichts verstanden. Bei der #Grundrente geht es um Anerkennung und Respekt für Lebensleistung. Wer 35 Jahre g…,spdde,2019-05-22 16:40:06,100,14,Grundrente,larsklingbeil,,1131238317134143489,retweet
"RT @nrwspd: Wir kommen zusammen - für ein starkes Europa, in dem rechte Spalter keinen Platz haben. Danke @katarinabarley, @AndreaNahlesSPD…",spdde,2019-05-22 16:36:19,51,10,,"nrwspd, katarinabarley, AndreaNahlesSPD",,1131237362627948544,retweet
"@fl0h0ff umfassende Finanztransaktionssteuer. Diese soll alle
börslichen und außerbörslichen Transaktionen von Wertpapieren, Anleihe und Derivaten sowie alle Devisentransaktionen umfassen."" https://t.co/6KdSmyPwN5 Seite 14f. 4/4",spdde,2019-05-22 16:35:23,0,0,,fl0h0ff,https://t.co/6KdSmyPwN5,1131237127717642241,tweet
"@fl0h0ff Finanztransaktionssteuer in der EU einführen. Mit der Besteuerung von Transaktionen auf im Inland emittierte Aktien machen
wir den ersten Schritt. Die Einnahmen dieser Steuer sollen der
EU zufließen. Dies ist jedoch nur der erste Schritt. Unser Ziel bleibt eine 3/4",spdde,2019-05-22 16:34:21,0,0,,fl0h0ff,,1131236870447411200,tweet
"@fl0h0ff Es wird daher höchste Zeit, dass bestehende Blockaden überwunden werden und wir diese Gerechtigkeitssteuer endlich durchsetzen. Wir haben zusammen mit Frankreich einen neuen Anlauf unternommen. Wir wollen eine
Finanztransaktionssteuer nach dem Vorbild der franz. 2/4",spdde,2019-05-22 16:33:11,0,0,,fl0h0ff,,1131236574904147968,tweet
"@fl0h0ff Genau! Daher fordern wir in unserem Europawahlprogramm: ""Finanztransaktionssteuer einführen. Seit 2010 steht das Thema
Finanztransaktionssteuer in Europa auf der Tagesordnung, insbesondere auf Druck unserer sozialdemokratischen Fraktion im
Europaparlament... 1/4",spdde,2019-05-22 16:32:17,12,1,,fl0h0ff,,1131236346864001024,tweet
@realmattmczack Ihr Artikel ist über ein Jahr alt. Herr Scholz hat das Konzept der Besteuerung von Digitalunternehmen mit Frankreich zusammen als Konsequenz auf die ganze Steuervermeidung entwickelt. Es braucht internationale Lösungen für einen fairen Wettbewerb.,spdde,2019-05-22 16:27:25,0,0,,realMattMcZack,,1131235121816899584,tweet
@pxlhlkr Nö.,spdde,2019-05-22 16:19:26,4,0,,pxlhlkr,,1131233115723186177,tweet
"@kurteisner Wir wollen die
rechtlichen Voraussetzungen dafür schaffen, dass die Berichte
veröffentlicht werden.""
https://t.co/6KdSmyPwN5 Seite 14. 3/3",spdde,2019-05-22 16:17:45,0,0,,kurteisner,https://t.co/6KdSmyPwN5,1131232690928275457,tweet
@ivanbreco @larsklingbeil Dafür brauchen wir Mehrheiten.,spdde,2019-05-22 16:17:41,0,0,,"IvanBreco, larsklingbeil",,1131232672406233088,tweet
"@kurteisner Steuerverwaltungen automatisch ausgetauscht.Damit können die Steuerverwaltungen konsequent
gegen Gewinnverlagerungen vorgehen und die Firmen dort besteuern, wo der Gewinn erwirtschaftet wird. Hierbei muss die
Europäische Kommission einbezogen werden. 2/3",spdde,2019-05-22 16:17:03,0,0,,kurteisner,,1131232514331357184,tweet
"@kurteisner Hier ein Auszug aus unserem Europawahlprogramm dazu: "" Vermeidung von internationaler Steuergestaltung. Wir sind
für die Transparenz in Steuerfragen. Seit Mitte letzten Jahres
werden die länderbezogenen Berichte (sog. Country-by-Country
Reports) zwischen den 1/3",spdde,2019-05-22 16:16:23,0,0,,kurteisner,,1131232347825815552,tweet
"@normangebhardt1 Hi, Norman! Das finden wir auch. Deshalb finden wir, dass es eine Mindestbesteuerung in der EU geben muss.",spdde,2019-05-22 16:15:32,1,0,,NormanGebhardt1,,1131232132519612416,tweet
"@lichtflechter @larsklingbeil Gibst du uns gerade ernsthaft die Schuld dafür, wenn die CDU etwas blockiert?",spdde,2019-05-22 16:14:22,1,0,,"lichtflechter, larsklingbeil",,1131231839891480576,tweet
@platinmensch @claasen_nils @jothaka @hubertus_heil @olafscholz @tagesschau @linksfraktion Ein Riese in guten Ansichten :),spdde,2019-05-22 16:13:10,0,0,,"Platinmensch, claasen_nils, jothaka, hubertus_heil, OlafScholz, tagesschau, Linksfraktion",,1131231535611416581,tweet
@platinmensch @____firefox___ @jothaka @claasen_nils @hubertus_heil @olafscholz @tagesschau @linksfraktion deine Bundesregierung.,spdde,2019-05-22 16:12:28,0,0,,"Platinmensch, ____Firefox___, jothaka, claasen_nils, hubertus_heil, OlafScholz, tagesschau, Linksfraktion",,1131231362856509441,tweet
@andreasg201 Was soll an unserer Aussage polemisch sein?,spdde,2019-05-22 16:11:48,3,0,,andreasg201,,1131231192743841792,tweet
@storch_i Herr Scholz hat sich zusammen mit Frankreich um dieses Konzept gekümmert und auch schon einige Befürworter*innen in der OECD gefunden. Lesen Sie sich das Konzept doch gerne mal durch. Es wurde auf dem internationalen Steuersymposium vorgestellt.  https://t.co/SReb0N7AmI,spdde,2019-05-22 16:07:44,5,1,,Storch_i,https://t.co/SReb0N7AmI,1131230168662589440,tweet
"RT @heuteplus: Noch 4x schlafen, dann ist #EUWahl... oder doch schon morgen? Welches Land wann genau an die Urnen darf #EUWahl19 https://t.…",spdde,2019-05-22 16:06:14,29,13,"EUWahl, EUWahl19",heuteplus,,1131229793809309697,retweet
"@alisffm Schade, dass Sie das so skeptisch sehen. Das Konzept von Frankreich und unserem Finanzministerium wurde allerdings Anfang des Monats von Herrn Scholz auf dem internationalen Steuersymposium vorgestellt und liegt der OECD vor. https://t.co/SReb0N7AmI",spdde,2019-05-22 16:05:33,0,0,,alisffm,https://t.co/SReb0N7AmI,1131229621050052608,tweet
@annakreuzberg @pilarale Steuern gezahlt werden. Daher ist es ja auch so wichtig es durch die OECD international zu verankern. Für fairen Wettbewerb auf niemandes Kosten. https://t.co/SReb0N7AmI 2/2,spdde,2019-05-22 16:02:47,0,0,,"AnnaKreuzberg, pilarale",https://t.co/SReb0N7AmI,1131228924061585412,tweet
"RT @tsghessen: Europa? Das sind zuerst die Menschen, die hier leben. Deshalb muss Europa mehr sein als ein Projekt des freien Marktes! #eur…",spdde,2019-05-22 16:02:38,23,6,,tsghessen,,1131228886338101249,retweet
